Year,GDP per capita (current US$),Individuals using the Internet (% of population),"Life expectancy at birth, total (years)",GDP_growth,LE_change,Internet_growth
2005,14368.5708796058,27.0,75.364,10.206263019012727,0.0350000000000108,11.111111111111116
2013,15051.5113587425,63.4,77.05,4.7530160435512725,1.6859999999999928,134.8148148148148
2014,15532.1062063584,67.8,76.912,3.193000597489837,-0.137999999999991,6.940063091482651
2015,16077.6340769406,70.0,76.892,3.5122594665163653,-0.0200000000000102,3.244837758112107
2016,16556.8551801588,71.0,76.968,2.98066930074945,0.0760000000000076,1.4285714285714235
2017,16965.7288273816,72.0,77.03,2.469512735200952,0.0619999999999976,1.4084507042253502
2018,18273.4270684912,73.0,77.132,7.707881308341191,0.1020000000000038,1.388888888888884
2019,18896.3721832248,74.0,77.168,3.4090218129238625,0.0360000000000013,1.3698630136986356
2020,15369.6082250401,75.0,77.161,-18.663709224120684,-0.007000000000005,1.3513513513513598
2021,17348.6006987182,76.1,77.197,12.876011181950208,0.0360000000000013,1.4666666666666606
2022,20105.1989085164,77.2,77.483,15.889455626250417,0.2860000000000013,1.4454664914586246
2023,21494.5474000727,77.6,77.598,6.910394161620492,0.1149999999999948,0.5181347150258864
2024,23725.7903725506,,,10.38050688366834,,0.0
2000,2664.16579571489,,66.8906998949344,,,
2001,2536.711964719,,67.2406170439926,-4.784005229737942,0.3499171490582,
2002,2483.10723424941,,67.5806302791343,-2.1131579467883466,0.3400132351416971,
2003,2696.67230474801,,67.6503349498777,8.600718791073735,0.0697046707434054,
2004,3133.73687664723,,67.7331029040443,16.207552216473765,0.0827679541665986,
2005,3750.69351679806,,68.0405024136348,19.687569966337094,0.3073995095904962,
2013,7351.94811264419,,70.1921058451273,96.01569895586924,2.151603431492504,
2014,7311.28996894347,,70.5350666310281,-0.5530254441104443,0.3429607859008001,
2015,6262.04168490023,,70.6580123695192,-14.351069216242053,0.1229457384910972,
2016,6012.51244365971,,70.8964881164428,-3.9847904852216898,0.2384757469235978,
2017,6066.72679100576,,71.1128560080646,0.9016920605831036,0.2163678916218003,
2018,6668.2167280195,,71.4312997859137,9.914571032034614,0.3184437778490974,
2019,6638.48541455372,,71.8398932674972,-0.4458660340305176,0.4085934815835088,
2020,5722.48099531674,,70.7265588103862,-13.79839469450066,-1.1133344571110086,
2021,6681.70895180141,,70.4041144889903,16.762448966972542,-0.3224443213958921,
2022,7931.61789279006,,71.8760955992222,18.70642600575516,1.4719811102318945,
2023,7479.68809103279,,72.4446783578531,-5.69782619215784,0.5685827586309102,
2024,7521.15330929761,,,0.5543709545125397,,
2000,7637.01489203628,7.04,73.91,,,
2001,7141.47507662826,9.78,74.154,-6.488658493055432,0.2439999999999997,38.92045454545454
2002,2569.69963519124,10.9,74.312,-64.01724282983166,0.1580000000000012,11.451942740286311
